FECHA HECHO;COD_DEPTO;DEPARTAMENTO;COD_MUNI;MUNICIPIO;CANTIDAD
11/02/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
16/02/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
22/02/2021;63;QUINDÍO;63001;ARMENIA;1
23/02/2021;76;VALLE DEL CAUCA;76001;CALI;1
1/03/2021;17;CALDAS;17380;LA DORADA;1
2/03/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
5/03/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
6/03/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/03/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
16/03/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/03/2021;47;MAGDALENA;47001;SANTA MARTA;1
25/03/2021;76;VALLE DEL CAUCA;76001;CALI;1
26/03/2021;70;SUCRE;70742;SAN LUIS DE SINCE;1
28/03/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
31/03/2021;5;ANTIOQUIA;5480;MUTATA;1
7/04/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
14/04/2021;47;MAGDALENA;47980;ZONA BANANERA;1
19/04/2021;73;TOLIMA;73268;ESPINAL;1
21/04/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/04/2021;18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;1
28/04/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
28/04/2021;76;VALLE DEL CAUCA;76001;CALI;4
1/05/2021;70;SUCRE;70678;SAN BENITO ABAD;1
1/05/2021;76;VALLE DEL CAUCA;76001;CALI;1
3/05/2021;76;VALLE DEL CAUCA;76001;CALI;1
4/05/2021;76;VALLE DEL CAUCA;76001;CALI;1
5/05/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
5/05/2021;47;MAGDALENA;47001;SANTA MARTA;1
5/05/2021;76;VALLE DEL CAUCA;76001;CALI;1
22/05/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
22/05/2021;76;VALLE DEL CAUCA;76001;CALI;1
28/05/2021;54;NORTE DE SANTANDER;54001;CUCUTA;1
29/05/2021;76;VALLE DEL CAUCA;76001;CALI;1
1/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
4/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/06/2021;47;MAGDALENA;47001;SANTA MARTA;1
9/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
14/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
17/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
21/06/2021;20;CESAR;20443;MANAURE;1
22/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
24/06/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;2
25/06/2021;5;ANTIOQUIA;5088;BELLO;1
25/06/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
3/07/2021;70;SUCRE;70400;LA UNION;1
14/07/2021;8;ATLÁNTICO;8758;SOLEDAD;1
14/07/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
19/07/2021;76;VALLE DEL CAUCA;76001;CALI;1
27/07/2021;44;LA GUAJIRA;44001;RIOHACHA;1
30/07/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
3/08/2021;44;LA GUAJIRA;44855;URUMITA;1
3/08/2021;47;MAGDALENA;47001;SANTA MARTA;1
4/08/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
6/08/2021;47;MAGDALENA;47189;CIENAGA;1
12/08/2021;8;ATLÁNTICO;8573;PUERTO COLOMBIA;1
13/08/2021;20;CESAR;20750;SAN DIEGO;1
18/08/2021;5;ANTIOQUIA;5088;BELLO;1
22/08/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
4/09/2021;94;GUAINÍA;94001;INIRIDA;1
7/09/2021;68;SANTANDER;68575;PUERTO WILCHES;1
10/09/2021;47;MAGDALENA;47707;SANTA ANA;1
12/09/2021;44;LA GUAJIRA;44078;BARRANCAS;1
14/09/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/09/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
15/09/2021;20;CESAR;20001;VALLEDUPAR;1
15/09/2021;47;MAGDALENA;47245;EL BANCO;1
20/09/2021;44;LA GUAJIRA;44874;VILLANUEVA;1
28/09/2021;76;VALLE DEL CAUCA;76001;CALI;1
30/09/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
30/09/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
30/09/2021;25;CUNDINAMARCA;25386;LA MESA;1
11/10/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
11/10/2021;54;NORTE DE SANTANDER;54405;LOS PATIOS;1
15/10/2021;47;MAGDALENA;47318;GUAMAL;1
20/10/2021;41;HUILA;41001;NEIVA;1
25/10/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
31/10/2021;5;ANTIOQUIA;5212;COPACABANA;1
2/11/2021;25;CUNDINAMARCA;25175;CHIA;1
4/11/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
17/11/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
25/11/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
26/11/2021;20;CESAR;20517;PAILITAS;1
26/11/2021;52;NARIÑO;52256;EL ROSARIO;1
3/12/2021;76;VALLE DEL CAUCA;76520;PALMIRA;1
5/12/2021;41;HUILA;41001;NEIVA;1
7/12/2021;8;ATLÁNTICO;8001;BARRANQUILLA;1
7/12/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
7/12/2021;25;CUNDINAMARCA;25269;FACATATIVA;1
10/12/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;2
12/12/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;3
13/12/2021;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/12/2021;8;ATLÁNTICO;8758;SOLEDAD;1
1/01/2022;20;CESAR;20770;SAN MARTIN;1
14/01/2022;13;BOLÍVAR;13468;MOMPOS;1
17/01/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
18/01/2022;8;ATLÁNTICO;8001;BARRANQUILLA;2
20/01/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
25/01/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
25/01/2022;76;VALLE DEL CAUCA;76001;CALI;1
28/01/2022;5;ANTIOQUIA;5088;BELLO;1
2/02/2022;5;ANTIOQUIA;5376;LA CEJA;1
3/02/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
7/02/2022;47;MAGDALENA;47001;SANTA MARTA;1
7/02/2022;76;VALLE DEL CAUCA;76001;CALI;1
8/02/2022;47;MAGDALENA;47980;ZONA BANANERA;1
8/02/2022;76;VALLE DEL CAUCA;76001;CALI;1
11/02/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
14/02/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/02/2022;25;CUNDINAMARCA;25754;SOACHA;1
17/02/2022;8;ATLÁNTICO;8758;SOLEDAD;1
18/02/2022;41;HUILA;41770;SUAZA;1
22/02/2022;63;QUINDÍO;63001;ARMENIA;1
22/02/2022;73;TOLIMA;73001;IBAGUE;1
26/02/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
28/02/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
1/03/2022;17;CALDAS;17380;LA DORADA;1
8/03/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
8/03/2022;47;MAGDALENA;47692;SAN SEBASTIAN DE BUENAVISTA;1
11/03/2022;47;MAGDALENA;47189;CIENAGA;1
16/03/2022;5;ANTIOQUIA;5001;MEDELLIN;1
16/03/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
16/03/2022;76;VALLE DEL CAUCA;76001;CALI;1
18/03/2022;70;SUCRE;70678;SAN BENITO ABAD;1
23/03/2022;70;SUCRE;70418;LOS PALMITOS;1
25/03/2022;47;MAGDALENA;47189;CIENAGA;1
28/03/2022;54;NORTE DE SANTANDER;54001;CUCUTA;1
1/04/2022;41;HUILA;41660;SALADOBLANCO;1
1/04/2022;47;MAGDALENA;47001;SANTA MARTA;1
5/04/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/04/2022;13;BOLÍVAR;13836;TURBACO;1
11/04/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
13/04/2022;47;MAGDALENA;47001;SANTA MARTA;1
13/04/2022;47;MAGDALENA;47555;PLATO;1
19/04/2022;5;ANTIOQUIA;5310;GOMEZ PLATA;1
20/04/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
22/04/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
23/04/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
27/04/2022;13;BOLÍVAR;13468;MOMPOS;1
4/05/2022;44;LA GUAJIRA;44078;BARRANCAS;2
5/05/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
6/05/2022;76;VALLE DEL CAUCA;76001;CALI;1
11/05/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
12/05/2022;47;MAGDALENA;47001;SANTA MARTA;1
13/05/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
17/05/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
18/05/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
22/05/2022;68;SANTANDER;68655;SABANA DE TORRES;1
31/05/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
31/05/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
31/05/2022;44;LA GUAJIRA;44279;FONSECA;1
1/06/2022;13;BOLÍVAR;13836;TURBACO;1
24/06/2022;47;MAGDALENA;47001;SANTA MARTA;1
28/06/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
29/06/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
30/06/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
3/07/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/07/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
11/07/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/07/2022;8;ATLÁNTICO;8001;BARRANQUILLA;2
15/07/2022;20;CESAR;20060;BOSCONIA;1
19/07/2022;23;CÓRDOBA;23417;LORICA;1
24/07/2022;20;CESAR;20517;PAILITAS;1
25/07/2022;5;ANTIOQUIA;5001;MEDELLIN;1
25/07/2022;20;CESAR;20060;BOSCONIA;1
25/07/2022;47;MAGDALENA;47001;SANTA MARTA;1
5/08/2022;8;ATLÁNTICO;8001;BARRANQUILLA;2
9/08/2022;47;MAGDALENA;47245;EL BANCO;1
10/08/2022;47;MAGDALENA;47001;SANTA MARTA;1
10/08/2022;47;MAGDALENA;47288;FUNDACION;1
16/08/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
17/08/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
18/08/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
18/08/2022;70;SUCRE;70001;SINCELEJO;1
19/08/2022;23;CÓRDOBA;23162;CERETE;1
23/08/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
28/08/2022;76;VALLE DEL CAUCA;76001;CALI;1
29/08/2022;25;CUNDINAMARCA;25214;COTA;1
30/08/2022;5;ANTIOQUIA;5893;YONDO;1
31/08/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
5/09/2022;68;SANTANDER;68655;SABANA DE TORRES;1
7/09/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
12/09/2022;20;CESAR;20045;BECERRIL;1
13/09/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
13/09/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
13/09/2022;13;BOLÍVAR;13244;EL CARMEN DE BOLIVAR;1
13/09/2022;47;MAGDALENA;47001;SANTA MARTA;1
21/09/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
26/09/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
26/09/2022;47;MAGDALENA;47001;SANTA MARTA;1
27/09/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
29/09/2022;18;CAQUETÁ;18150;CARTAGENA DEL CHAIRA;1
29/09/2022;50;META;50006;ACACIAS;1
3/10/2022;20;CESAR;20011;AGUACHICA;1
4/10/2022;8;ATLÁNTICO;8421;LURUACO;1
5/10/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
11/10/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
13/10/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
15/10/2022;5;ANTIOQUIA;5615;RIONEGRO;1
18/10/2022;5;ANTIOQUIA;5579;PUERTO BERRIO;1
18/10/2022;13;BOLÍVAR;13657;SAN JUAN NEPOMUCENO;1
18/10/2022;76;VALLE DEL CAUCA;76001;CALI;1
19/10/2022;8;ATLÁNTICO;8436;MANATI;1
21/10/2022;20;CESAR;20710;SAN ALBERTO;1
24/10/2022;15;BOYACÁ;15572;PUERTO BOYACA;1
27/10/2022;20;CESAR;20001;VALLEDUPAR;1
28/10/2022;13;BOLÍVAR;13052;ARJONA;1
30/10/2022;8;ATLÁNTICO;8001;BARRANQUILLA;1
2/11/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
6/11/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/11/2022;8;ATLÁNTICO;8758;SOLEDAD;1
11/11/2022;47;MAGDALENA;47189;CIENAGA;1
12/11/2022;8;ATLÁNTICO;8433;MALAMBO;1
15/11/2022;47;MAGDALENA;47001;SANTA MARTA;1
15/11/2022;68;SANTANDER;68575;PUERTO WILCHES;1
17/11/2022;18;CAQUETÁ;18001;FLORENCIA;1
29/11/2022;54;NORTE DE SANTANDER;54206;CONVENCION;1
1/12/2022;13;BOLÍVAR;13001;CARTAGENA;1
2/12/2022;5;ANTIOQUIA;5579;PUERTO BERRIO;1
2/12/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/12/2022;8;ATLÁNTICO;8758;SOLEDAD;1
9/12/2022;47;MAGDALENA;47001;SANTA MARTA;1
10/12/2022;70;SUCRE;70678;SAN BENITO ABAD;1
13/12/2022;44;LA GUAJIRA;44001;RIOHACHA;1
16/12/2022;15;BOYACÁ;15572;PUERTO BOYACA;1
19/12/2022;5;ANTIOQUIA;5001;MEDELLIN;1
27/12/2022;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
5/01/2023;20;CESAR;20550;PELAYA;1
5/01/2023;25;CUNDINAMARCA;25307;GIRARDOT;1
10/01/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
11/01/2023;13;BOLÍVAR;13468;MOMPOS;1
12/01/2023;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
19/01/2023;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/01/2023;25;CUNDINAMARCA;25754;SOACHA;1
24/01/2023;20;CESAR;20013;AGUSTIN CODAZZI;1
25/01/2023;47;MAGDALENA;47555;PLATO;1
30/01/2023;5;ANTIOQUIA;5001;MEDELLIN;1
30/01/2023;47;MAGDALENA;47980;ZONA BANANERA;1
1/02/2023;25;CUNDINAMARCA;25151;CAQUEZA;1
2/02/2023;5;ANTIOQUIA;5001;MEDELLIN;1
2/02/2023;52;NARIÑO;52786;TAMINANGO;1
10/02/2023;5;ANTIOQUIA;5001;MEDELLIN;1
13/02/2023;25;CUNDINAMARCA;25779;SUSA;1
13/02/2023;68;SANTANDER;68575;PUERTO WILCHES;1
17/02/2023;5;ANTIOQUIA;5001;MEDELLIN;1
24/02/2023;54;NORTE DE SANTANDER;54800;TEORAMA;1
28/02/2023;70;SUCRE;70742;SAN LUIS DE SINCE;1
1/03/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
1/03/2023;76;VALLE DEL CAUCA;76001;CALI;1
2/03/2023;5;ANTIOQUIA;5001;MEDELLIN;1
3/03/2023;20;CESAR;20614;RIO DE ORO;1
13/03/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
17/03/2023;44;LA GUAJIRA;44001;RIOHACHA;1
20/03/2023;44;LA GUAJIRA;44001;RIOHACHA;1
23/03/2023;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
27/03/2023;20;CESAR;20238;EL COPEY;1
28/03/2023;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
29/03/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
30/03/2023;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
30/03/2023;19;CAUCA;19513;PADILLA;1
31/03/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
5/04/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
6/04/2023;76;VALLE DEL CAUCA;76001;CALI;1
11/04/2023;47;MAGDALENA;47001;SANTA MARTA;1
18/04/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
1/05/2023;70;SUCRE;70215;COROZAL;1
8/05/2023;66;RISARALDA;66001;PEREIRA;1
9/05/2023;25;CUNDINAMARCA;25290;FUSAGASUGA;1
11/05/2023;8;ATLÁNTICO;8001;BARRANQUILLA;1
27/05/2023;76;VALLE DEL CAUCA;76130;CANDELARIA;1
5/06/2023;76;VALLE DEL CAUCA;76130;CANDELARIA;1
